[00:01:10] OCR Snapshot: 6.9787 | USD/KZT: 459.80 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0382 | Diff: 0.84%
[22:55:37] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:56:15] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:56:55] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:57:36] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:58:16] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:58:55] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[22:59:35] OCR Snapshot: 6.8552 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.33%
[23:00:17] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:00:56] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:01:36] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:02:15] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:02:57] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:03:36] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:04:17] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:04:58] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:05:38] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:06:24] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:07:03] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:07:42] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:08:21] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:09:03] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:09:42] OCR Snapshot: 6.8575 | USD/KZT: 458.56 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8747 | Diff: 0.25%
[23:10:25] OCR Snapshot: 6.8575 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.30%
[23:11:04] OCR Snapshot: 6.8575 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.30%
[23:11:44] OCR Snapshot: 6.8575 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.30%
[23:12:23] OCR Snapshot: 6.8575 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.30%
[23:13:02] OCR Snapshot: 6.8566 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.31%
[23:13:42] OCR Snapshot: 6.8566 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.31%
[23:14:23] OCR Snapshot: 6.8566 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.31%
[23:15:05] OCR Snapshot: 6.8566 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.31%
[23:15:44] OCR Snapshot: 6.8566 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.31%
[23:16:32] OCR Snapshot: 6.8566 | USD/KZT: 458.73 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8773 | Diff: 0.30%
[23:17:12] OCR Snapshot: 6.8566 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.31%
[23:17:51] OCR Snapshot: 6.8566 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.31%
[23:18:32] OCR Snapshot: 6.8566 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.31%
[23:19:11] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:19:58] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:20:39] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:21:17] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:21:57] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:22:36] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:23:15] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:23:54] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:24:33] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:25:13] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:25:52] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:26:31] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:27:10] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:27:49] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:28:28] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:29:12] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:29:51] OCR Snapshot: 6.8470 | USD/KZT: 458.64 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8760 | Diff: 0.42%
[23:30:40] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.91, Pre:N/A, Post:N/A) | Calculated: 6.8777 | Diff: 0.45%
[23:31:29] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:32:09] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:32:48] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:33:27] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:34:06] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:34:45] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:35:25] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:36:04] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:36:43] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:37:26] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:38:05] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:38:44] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:39:23] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:40:03] OCR Snapshot: 6.8470 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.45%
[23:40:44] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:41:23] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:42:01] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:42:40] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:43:19] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:43:59] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:44:38] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:45:17] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:45:57] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:46:36] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:47:15] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:47:54] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:48:34] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:49:13] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:49:51] OCR Snapshot: 6.8488 | USD/KZT: 458.52 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8742 | Diff: 0.37%
[23:50:30] OCR Snapshot: 6.8488 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.42%
[23:51:09] OCR Snapshot: 6.8484 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.43%
[23:51:48] OCR Snapshot: 6.8484 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.43%
[23:52:27] OCR Snapshot: 6.8484 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.43%
[23:53:06] OCR Snapshot: 6.8415 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.53%
[23:53:44] OCR Snapshot: 6.8392 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.56%
[23:54:26] OCR Snapshot: 6.8392 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.56%
[23:55:06] OCR Snapshot: 6.8392 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.56%
[23:55:46] OCR Snapshot: 6.8392 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.56%
[23:56:24] OCR Snapshot: 6.8392 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.56%
[23:57:03] OCR Snapshot: 6.8392 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.56%
[23:57:42] OCR Snapshot: 6.8392 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.56%
[23:58:21] OCR Snapshot: 6.8392 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.56%
[23:58:59] OCR Snapshot: 6.8392 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.56%
[23:59:39] OCR Snapshot: 6.8392 | USD/KZT: 458.77 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8780 | Diff: 0.56%
